小区名称,销售情况,区划,区域,周边地铁,建筑材质,建造年份,房价,在售房数,成交数量,正在出租,Cluster
上海沙龙,"['30天成交1套', '30套正在出租']",亦庄开发区,亦庄,,5,2003-2006年,66352.0,,30,30,4
富源里,"['30天成交0套', '16套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,12,1999-2007年,53122.0,,30,16,2
林肯公园A区,"['30天成交1套', '31套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄文化园站,2,2008-2014年,30676.0,,30,31,5
枫丹壹号二期,"['30天成交0套', '31套正在出租']",亦庄开发区,亦庄开发区其它,,12,2014-2015年,71982.0,,30,31,4
林肯时代,"['30天成交0套', '21套正在出租']",亦庄开发区,亦庄,近地铁亦庄线荣京东街站,2,2018-2019年,36212.0,,30,21,5
亲爱的villa,"['30天成交0套', '2套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,12,2004年,89609.0,,30,2,4
春华屋,"['30天成交0套', '12套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄文化园站,11,2000-2003年,51996.0,,30,12,2
金地格林小镇,"['30天成交0套', '18套正在出租']",亦庄开发区,亦庄,,11,1998-2014年,64259.0,,30,18,2
境界,"['30天成交0套', '7套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,5,2004年,50769.0,,30,7,2
天宝家园,"['30天成交0套', '16套正在出租']",亦庄开发区,亦庄,,11,2001-2003年,66659.0,,30,16,4
南海雅苑北区,"['30天成交5套', '27套正在出租']",亦庄开发区,亦庄开发区其它,,2,2015年,33881.0,,30,27,5
锋创科技园,"['30天成交0套', '25套正在出租']",亦庄开发区,亦庄,近地铁亦庄线经海路站,6,2010-2014年,19779.0,,30,25,5
北京经开汀塘,"['共108个户型', '30天成交0套', '9套正在出租']",亦庄开发区,通州其它,近地铁亦庄线次渠南站,11,2019年,63241.0,,108,9,2
通泰国际公馆,"['30天成交1套', '15套正在出租']",亦庄开发区,亦庄,近地铁亦庄线经海路站,12,2015-2018年,59038.0,,30,15,2
北京经开壹中心,"['30天成交0套', '16套正在出租']",亦庄开发区,亦庄,近地铁亦庄线经海路站,6,2015-2017年,63563.0,,30,16,2
嘉捷科技园,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线同济南路站,12,2010年,,,30,0,0
大雄公寓,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,0,2002年,18335.0,,30,0,5
大雄商业中心,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,2,2002年,27565.0,,30,0,5
新城核心小区,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄开发区其它,,12,未知,,,30,0,0
博大公寓,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,2,2003年,,,30,0,0
沙龙新天地,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,,11,2004-2006年,38742.0,,30,0,5
亦城国际,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,3,2011年,,,30,0,0
玉江佳园,"['30天成交0套', '1套正在出租']",亦庄开发区,通州其它,近地铁亦庄线次渠南站,11,2003年,,,30,1,0
VITA国际,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,,2,2010年,,,30,0,0
BDA国际企业大道,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线荣昌东街站,3,2012年,,,30,0,0
亦城科技中心,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线荣京东街站,2,未知,,,30,0,0
易居国际,"['30天成交0套', '13套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,2,2012-2013年,36162.0,,30,13,5
嘉捷BDA企业汇,"['30天成交0套', '0套正在出租']",亦庄开发区,通州其它,,12,未知,,,30,0,0
神龙自成,"['30天成交0套', '0套正在出租']",亦庄开发区,马驹桥,,11,未知,,,30,0,0
环科中路16号院,"['30天成交0套', '0套正在出租']",亦庄开发区,马驹桥,,0,未知,,,30,0,0
马驹桥商业街北侧,"['30天成交0套', '0套正在出租']",亦庄开发区,马驹桥,,11,未知,,,30,0,0
DBA广场,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,,0,未知,,,30,0,0
荣华国际,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线荣京东街站,2,2013年,,,30,0,0
神龙坚桥小区,"['30天成交0套', '0套正在出租']",亦庄开发区,马驹桥,,11,未知,,,30,0,0
富兴国际中心,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,5,2015年,,,30,0,0
怡静园,"['30天成交0套', '0套正在出租']",亦庄开发区,马驹桥,,11,2003年,,,30,0,0
兴盛国际,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线荣京东街站,3,2010年,34017.0,,30,0,5
燕景佳园,"['共101个户型', '30天成交0套', '2套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,1,2000年,49298.0,,101,2,2
好景国际,"['30天成交0套', '1套正在出租']",亦庄开发区,亦庄开发区其它,,2,2011年,26314.0,,30,1,5
BDA国际广场,"['30天成交0套', '1套正在出租']",亦庄开发区,亦庄,,2,未知,,,30,1,0
次渠锦园,"['30天成交0套', '3套正在出租']",亦庄开发区,通州其它,近地铁亦庄线次渠南站,12,未知,,,30,3,0
观海苑,"['30天成交0套', '17套正在出租']",亦庄开发区,亦庄开发区其它,,11,2000-2013年,,,30,17,0
泰河园四里一区,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄开发区其它,,11,2015年,,,30,0,0
隆盛大厦,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线荣昌东街站,0,2008年,,,30,0,0
富兴大厦,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,,2,未知,,,30,0,0
首创远洋禧瑞天著西区,"['30天成交0套', '9套正在出租']",亦庄开发区,通州其它,近地铁亦庄线次渠南站,11,2020-2021年,,,30,9,0
次渠南里六区,"['30天成交0套', '0套正在出租']",亦庄开发区,通州其它,近地铁亦庄线次渠南站,11,2012年,,,30,0,0
次渠南里十区,"['30天成交0套', '1套正在出租']",亦庄开发区,通州其它,近地铁亦庄线次渠南站,10,未知,32675.0,,30,1,5
次渠南里九区,"['30天成交0套', '0套正在出租']",亦庄开发区,通州其它,近地铁亦庄线次渠南站,10,2016年,34290.0,,30,0,5
欧陆苑,"['30天成交0套', '1套正在出租']",顺义,中央别墅区,近地铁15号线国展站,11,1996-2004年,102532.0,,30,1,1
丽喜花园,"['30天成交0套', '6套正在出租']",顺义,顺义其它,,11,1999-2010年,26176.0,,30,6,5
龙苑别墅,"['30天成交0套', '0套正在出租']",顺义,马坡,,12,1994-2000年,32376.0,,30,0,5
蓝天苑,"['共143个户型', '30天成交0套', '11套正在出租']",顺义,首都机场,,11,2004年,34005.0,,143,11,5
龙庭公寓,"['30天成交0套', '4套正在出租']",顺义,顺义城,,2,2002-2003年,24843.0,,30,4,5
龙湾别墅,"['30天成交0套', '34套正在出租']",顺义,中央别墅区,,12,2004-2020年,65937.0,,30,34,4
澜西园三区,"['30天成交1套', '9套正在出租']",顺义,顺义城,,6,2000-2009年,28815.0,,30,9,5
莲竹花园,"['30天成交0套', '33套正在出租']",顺义,中央别墅区,近地铁15号线国展站,11,1995-2001年,39009.0,,30,33,5
莲竹馨晴,"['共17个户型', '30天成交0套', '1套正在出租']",顺义,中央别墅区,近地铁15号线国展站,11,2005年,35125.0,,17,1,5
煤炭公司家属楼,"['30天成交1套', '7套正在出租']",顺义,顺义城,近地铁15号线石门站,11,1994-1995年,29782.0,,30,7,5
玉兰苑,"['30天成交0套', '8套正在出租']",顺义,顺义城,近地铁15号线石门站,6,2003-2022年,37320.0,,30,8,5
清岚花园回民营一区,"['30天成交0套', '5套正在出租']",顺义,后沙峪,,0,2005-2013年,31709.0,,30,5,5
前进花园一区,"['30天成交0套', '8套正在出租']",顺义,顺义城,,11,2001-2006年,28256.0,,30,8,5
丽斯花园,"['30天成交0套', '0套正在出租']",顺义,中央别墅区,,11,1996-2004年,89125.0,,30,0,4
焦各庄街2号院,"['30天成交0套', '20套正在出租']",顺义,顺义其它,近地铁15号线南法信站,0,1986-2012年,25527.0,,30,20,5
米兰花园,"['30天成交0套', '7套正在出租']",顺义,中央别墅区,近地铁15号线国展站,12,2004-2012年,32826.0,,30,7,5
美林香槟小镇,"['共48个户型', '30天成交0套', '6套正在出租']",顺义,中央别墅区,,12,1996-2006年,38295.0,,48,6,5
莫奈花园,"['30天成交0套', '11套正在出租']",顺义,后沙峪,,11,2001-2015年,48464.0,,30,11,2
马坡花园一区,"['30天成交0套', '13套正在出租']",顺义,马坡,,11,1998-2006年,26854.0,,30,13,5
MOMA万万树,"['30天成交0套', '1套正在出租']",顺义,顺义其它,,11,2000-2015年,51743.0,,30,1,2
马坡花园二区,"['30天成交0套', '11套正在出租']",顺义,马坡,,11,2001-2004年,26541.0,,30,11,5
水木兰亭,"['30天成交0套', '10套正在出租']",顺义,中央别墅区,近地铁15号线国展站,11,2004-2006年,43411.0,,30,10,2
石景苑,"['共189个户型', '30天成交0套', '35套正在出租']",顺义,顺义城,近地铁15号线石门站,6,2007-2011年,31005.0,,189,35,5
望潮家园,"['共118个户型', '30天成交0套', '5套正在出租']",顺义,顺义城,,5,2004-2008年,29761.0,,118,5,5
香花畦家园,"['30天成交0套', '31套正在出租']",顺义,后沙峪,,5,2006-2007年,42721.0,,30,31,2
幸福西区,"['30天成交0套', '9套正在出租']",顺义,顺义城,近地铁15号线顺义站,12,1975-2007年,33266.0,,30,9,5
望泉家园,"['30天成交0套', '2套正在出租']",顺义,顺义城,近地铁15号线石门站,11,2002-2005年,28172.0,,30,2,5
华英园,"['30天成交0套', '12套正在出租']",顺义,顺义其它,近地铁15号线南法信站,5,2000-2005年,27015.0,,30,12,5
澳景园,"['30天成交0套', '4套正在出租']",顺义,中央别墅区,近地铁15号线国展站,5,2008-2010年,65345.0,,30,4,4
埃力生,"['30天成交0套', '1套正在出租']",顺义,首都机场,,3,1999-2006年,27570.0,,30,1,5
龙湖香醍漫步二区,"['30天成交0套', '7套正在出租']",顺义,马坡,,11,2007-2009年,39417.0,,30,7,5
龙湖香醍漫步一区,"['30天成交0套', '5套正在出租']",顺义,马坡,,12,2008-2013年,39299.0,,30,5,5
龙湖滟澜山,"['30天成交0套', '11套正在出租']",顺义,中央别墅区,,11,2007-2010年,82240.0,,30,11,4
康乐小区,"['30天成交0套', '1套正在出租']",顺义,马坡,,11,1995-2008年,21967.0,,30,1,5
蓝岸丽舍一期,"['30天成交0套', '1套正在出租']",顺义,顺义其它,,11,2005-2012年,25595.0,,30,1,5
劳动局家属院,"['30天成交0套', '1套正在出租']",顺义,顺义城,近地铁15号线顺义站,11,1991年,33929.0,,30,1,5
龙府花园,"['共178个户型', '30天成交0套', '8套正在出租']",顺义,顺义城,,11,2001年,31920.0,,178,8,5
蓝海苑,"['30天成交0套', '11套正在出租']",顺义,首都机场,,12,2006-2007年,37815.0,,30,11,5
龙湖香醍漫步三区,"['30天成交0套', '4套正在出租']",顺义,马坡,,11,2008-2009年,36563.0,,30,4,5
水木兰亭,"['30天成交0套', '10套正在出租']",顺义,中央别墅区,近地铁15号线国展站,11,2004-2006年,43411.0,,30,10,2
三山新新家园,"['30天成交1套', '24套正在出租']",顺义,后沙峪,,11,2000-2010年,38091.0,,30,24,5
米兰花园,"['30天成交0套', '7套正在出租']",顺义,中央别墅区,近地铁15号线国展站,12,2004-2012年,32826.0,,30,7,5
美林香槟小镇,"['共48个户型', '30天成交0套', '6套正在出租']",顺义,中央别墅区,,12,1996-2006年,38295.0,,48,6,5
莫奈花园,"['30天成交0套', '11套正在出租']",顺义,后沙峪,,11,2001-2015年,48464.0,,30,11,2
马坡花园一区,"['30天成交0套', '13套正在出租']",顺义,马坡,,11,1998-2006年,26854.0,,30,13,5
MOMA万万树,"['30天成交0套', '1套正在出租']",顺义,顺义其它,,11,2000-2015年,51743.0,,30,1,2
马坡花园二区,"['30天成交0套', '11套正在出租']",顺义,马坡,,11,2001-2004年,26541.0,,30,11,5
煤炭公司家属楼,"['30天成交1套', '7套正在出租']",顺义,顺义城,近地铁15号线石门站,11,1994-1995年,29782.0,,30,7,5
石景苑,"['共189个户型', '30天成交0套', '35套正在出租']",顺义,顺义城,近地铁15号线石门站,6,2007-2011年,31005.0,,189,35,5
玉兰苑,"['30天成交0套', '8套正在出租']",顺义,顺义城,近地铁15号线石门站,6,2003-2022年,37320.0,,30,8,5
清岚花园回民营一区,"['30天成交0套', '5套正在出租']",顺义,后沙峪,,0,2005-2013年,31709.0,,30,5,5
前进花园一区,"['30天成交0套', '8套正在出租']",顺义,顺义城,,11,2001-2006年,28256.0,,30,8,5
香花畦家园,"['30天成交0套', '31套正在出租']",顺义,后沙峪,,5,2006-2007年,42721.0,,30,31,2
西平街一里,"['30天成交0套', '6套正在出租']",顺义,首都机场,,6,1992年,31507.0,,30,6,5
望泉家园,"['30天成交0套', '2套正在出租']",顺义,顺义城,近地铁15号线石门站,11,2002-2005年,28172.0,,30,2,5
幸福西区,"['30天成交0套', '9套正在出租']",顺义,顺义城,近地铁15号线顺义站,12,1975-2007年,33266.0,,30,9,5
蓝岸丽舍二期,"['共35个户型', '30天成交0套', '0套正在出租']",顺义,顺义其它,,6,2010-2013年,22494.0,,35,0,5
翼之城,"['30天成交0套', '10套正在出租']",顺义,顺义其它,,6,2006-2013年,15664.0,,30,10,5
北京方糖,"['30天成交0套', '24套正在出租']",顺义,后沙峪,,2,2012-2014年,32104.0,,30,24,5
水色时光二区,"['30天成交0套', '0套正在出租']",顺义,顺义其它,,12,2001-2010年,28349.0,,30,0,5
下坡屯家园一区,"['30天成交0套', '2套正在出租']",顺义,顺义其它,,12,2012-2013年,23967.0,,30,2,5
水色时光三区,"['30天成交0套', '1套正在出租']",顺义,顺义其它,,11,2009-2011年,25121.0,,30,1,5
浅山香邑,"['30天成交0套', '0套正在出租']",顺义,顺义其它,,5,2011-2016年,16079.0,,30,0,5
明德家园,"['30天成交1套', '2套正在出租']",顺义,后沙峪,,11,2014年,48442.0,,30,2,2
龙湖香醍溪岸北区,"['30天成交1套', '16套正在出租']",顺义,马坡,,12,2010-2013年,30569.0,,30,16,5
龙湖香醍溪岸南区,"['30天成交0套', '13套正在出租']",顺义,马坡,,11,2010-2016年,31363.0,,30,13,5
水色时光四区,"['30天成交0套', '3套正在出租']",顺义,顺义其它,,11,2012-2016年,20018.0,,30,3,5
旭辉空港中心,"['30天成交0套', '0套正在出租']",顺义,顺义其它,,5,2012-2014年,11535.0,,30,0,0
东亚首航国际,"['30天成交0套', '58套正在出租']",顺义,顺义其它,,6,2012-2014年,14498.0,,30,58,0
观林阁,"['30天成交0套', '12套正在出租']",顺义,后沙峪,,11,2006-2023年,39427.0,,30,12,5
鹭峯国际,"['30天成交0套', '23套正在出租']",顺义,顺义其它,,5,2008-2014年,18793.0,,30,23,5
龙湖好望山,"['30天成交0套', '6套正在出租']",顺义,顺义其它,,11,2012-2016年,29070.0,,30,6,5
蓝岸丽舍五期,"['30天成交0套', '0套正在出租']",顺义,顺义其它,,11,2010-2015年,24285.0,,30,0,5
澜西园二区,"['30天成交0套', '8套正在出租']",顺义,顺义城,,13,2009-2013年,31621.0,,30,8,5
航城广场,"['30天成交0套', '16套正在出租']",顺义,顺义其它,,3,2013-2015年,16858.0,,30,16,5
东亚创展国际,"['30天成交0套', '35套正在出租']",顺义,后沙峪,近地铁15号线后沙峪站,2,2014-2016年,18225.0,,30,35,5
华玺瀚楟,"['共86个户型', '30天成交0套', '4套正在出租']",顺义,顺义城,近地铁15号线石门站,12,2012-2015年,40461.0,,86,4,2
国兴城,"['30天成交0套', '22套正在出租']",顺义,后沙峪,,5,2014-2017年,47763.0,,30,22,2
水色时光一区,"['30天成交0套', '0套正在出租']",顺义,顺义其它,,12,2001-2010年,27783.0,,30,0,5
春晖园随园,"['30天成交0套', '13套正在出租']",顺义,后沙峪,,11,2011-2016年,34679.0,,30,13,5
首创派尚国际,"['30天成交0套', '13套正在出租']",顺义,顺义其它,,6,2014-2017年,15127.0,,30,13,5
中国铁建顺鑫汇,"['30天成交0套', '22套正在出租']",顺义,顺义其它,,0,2015-2016年,17603.0,,30,22,5
T3空间,"['30天成交0套', '4套正在出租']",顺义,顺义其它,,12,2015-2016年,28588.0,,30,4,5
悦君家园,"['30天成交1套', '28套正在出租']",顺义,顺义城,近地铁15号线石门站,6,2017-2018年,31621.0,,30,28,5
尚峯壹号,"['30天成交0套', '9套正在出租']",顺义,顺义其它,,5,2014-2017年,22955.0,,30,9,5
水木兰亭三期,"['30天成交0套', '4套正在出租']",顺义,中央别墅区,近地铁15号线国展站,11,2014-2017年,47586.0,,30,4,2
优山美地D区,"['30天成交0套', '1套正在出租']",顺义,中央别墅区,,11,2008-2020年,67516.0,,30,1,4
万科观承别墅,"['30天成交0套', '0套正在出租']",顺义,后沙峪,,11,2015-2018年,57357.0,,30,0,2
绿地启航国际南区,"['30天成交1套', '33套正在出租']",顺义,后沙峪,近地铁15号线后沙峪站,2,2013-2017年,17880.0,,30,33,5
阳光花园别墅,"['共1个户型', '30天成交0套', '1套正在出租']",顺义,马坡,,12,2000-2005年,45358.0,,1,1,2
